event,gage,wet_date,wetLengthDate,wetLength,wetLengthQ,wetPeak,wetPeakLength,wetPeakQ,Q_threshold,Q_threshold_q,cluster
83,2266200,2011-07-07,2011-07-07,0,0.1,2011-07-08,1,0.1,0.1,0,NA
83,2266200,2011-07-07,2011-07-07,0,0.1,2011-07-08,1,0.1,0.15,0,NA
83,2266200,2011-07-07,2011-08-18,42,0.4,2011-09-11,66,9.2,0.25,0.17,NA
83,2266200,2011-07-07,2011-09-01,56,3.1,2011-09-11,66,9.2,0.5,2.9,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,2266200,2012-06-07,2012-06-07,0,0.4,2012-06-09,2,1.2,0.05,0,NA
84,2266200,2012-06-07,2012-06-07,0,0.4,2012-06-09,2,1.2,0.1,0,NA
84,2266200,2012-06-07,2012-06-07,0,0.4,2012-06-09,2,1.2,0.15,0,NA
84,2266200,2012-06-07,2012-06-07,0,0.4,2012-06-09,2,1.2,0.25,0.17,NA
84,2266200,2012-06-07,2012-06-25,18,3.7,2012-07-01,24,10.6,0.5,2.9,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,2266200,2013-03-24,2013-03-24,0,0.2,2013-03-25,1,0.2,0.05,0,NA
85,2266200,2013-03-24,2013-03-24,0,0.2,2013-03-25,1,0.2,0.1,0,NA
85,2266200,2013-03-24,2013-03-24,0,0.2,2013-03-25,1,0.2,0.15,0,NA
85,2266200,2013-03-24,2013-04-04,11,0.3,2013-04-04,11,0.3,0.25,0.17,NA
85,2266200,2013-03-24,2013-07-18,116,3,2013-07-26,124,5.3,0.5,2.9,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2266200,2013-04-21,2013-04-21,0,0.1,2013-04-23,2,0.1,0.05,0,NA
86,2266200,2013-04-21,2013-04-21,0,0.1,2013-04-23,2,0.1,0.1,0,NA
86,2266200,2013-04-21,2013-04-21,0,0.1,2013-04-23,2,0.1,0.15,0,NA
86,2266200,2013-04-21,2013-05-02,11,0.3,2013-05-03,12,0.4,0.25,0.17,NA
86,2266200,2013-04-21,2013-07-18,88,3,2013-07-26,96,5.3,0.5,2.9,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,2266200,2013-05-30,2013-05-30,0,0.1,2013-05-30,0,0.1,0.05,0,NA
87,2266200,2013-05-30,2013-05-30,0,0.1,2013-05-30,0,0.1,0.1,0,NA
87,2266200,2013-05-30,2013-05-30,0,0.1,2013-05-30,0,0.1,0.15,0,NA
87,2266200,2013-05-30,2013-06-06,7,0.3,2013-06-06,7,0.3,0.25,0.17,NA
87,2266200,2013-05-30,2013-07-18,49,3,2013-07-26,57,5.3,0.5,2.9,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,2266200,2017-06-01,2017-06-01,0,0.1,2017-06-25,24,6.4,0.05,0,NA
88,2266200,2017-06-01,2017-06-01,0,0.1,2017-06-25,24,6.4,0.1,0,NA
88,2266200,2017-06-01,2017-06-01,0,0.1,2017-06-25,24,6.4,0.15,0,NA
88,2266200,2017-06-01,2017-06-07,6,0.3,2017-06-25,24,6.4,0.25,0.17,NA
88,2266200,2017-06-01,2017-06-20,19,3.1,2017-06-25,24,6.4,0.5,2.9,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2266200,2020-05-23,2020-05-23,0,0.1,2020-06-12,20,36.6,0.05,0,NA
89,2266200,2020-05-23,2020-05-23,0,0.1,2020-06-12,20,36.6,0.1,0,NA
89,2266200,2020-05-23,2020-05-23,0,0.1,2020-06-12,20,36.6,0.15,0,NA
89,2266200,2020-05-23,2020-05-26,3,0.3,2020-06-12,20,36.6,0.25,0.17,NA
89,2266200,2020-05-23,2020-05-29,6,3.3,2020-06-12,20,36.6,0.5,2.9,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,2266200,2021-06-14,2021-06-14,0,0.1,2021-06-16,2,0.6,0.05,0,NA
90,2266200,2021-06-14,2021-06-14,0,0.1,2021-06-16,2,0.6,0.1,0,NA
90,2266200,2021-06-14,2021-06-14,0,0.1,2021-06-16,2,0.6,0.15,0,NA
90,2266200,2021-06-14,2021-06-15,1,0.5,2021-06-16,2,0.6,0.25,0.17,NA
90,2266200,2021-06-14,2021-06-24,10,3.5,2021-06-27,13,6.4,0.5,2.9,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,8052700,1980-01-09,1980-01-09,0,0.1,1980-01-13,4,0.9,0.05,0,NA
91,8052700,1980-01-09,1980-01-09,0,0.1,1980-01-13,4,0.9,0.1,0,NA
91,8052700,1980-01-09,1980-01-09,0,0.1,1980-01-13,4,0.9,0.15,0,NA
91,8052700,1980-01-09,1980-01-10,1,0.3,1980-01-13,4,0.9,0.25,0.12,NA
91,8052700,1980-01-09,1980-01-22,13,1.8,1980-01-23,14,3.7,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,8052700,1980-03-30,1980-03-30,0,1,1980-03-30,0,1,0.05,0,NA
92,8052700,1980-03-30,1980-03-30,0,1,1980-03-30,0,1,0.1,0,NA
92,8052700,1980-03-30,1980-03-30,0,1,1980-03-30,0,1,0.15,0,NA
92,8052700,1980-03-30,1980-03-30,0,1,1980-03-30,0,1,0.25,0.12,NA
92,8052700,1980-03-30,1980-03-30,0,1,1980-03-30,0,1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,8052700,1980-04-15,1980-04-15,0,0.9,1980-04-17,2,1.2,0.05,0,NA
93,8052700,1980-04-15,1980-04-15,0,0.9,1980-04-17,2,1.2,0.1,0,NA
93,8052700,1980-04-15,1980-04-15,0,0.9,1980-04-17,2,1.2,0.15,0,NA
93,8052700,1980-04-15,1980-04-15,0,0.9,1980-04-17,2,1.2,0.25,0.12,NA
93,8052700,1980-04-15,1980-04-16,1,1.2,1980-04-17,2,1.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,8052700,1980-05-17,1980-05-17,0,3,1980-05-17,0,3,0.05,0,NA
94,8052700,1980-05-17,1980-05-17,0,3,1980-05-17,0,3,0.1,0,NA
94,8052700,1980-05-17,1980-05-17,0,3,1980-05-17,0,3,0.15,0,NA
94,8052700,1980-05-17,1980-05-17,0,3,1980-05-17,0,3,0.25,0.12,NA
94,8052700,1980-05-17,1980-05-17,0,3,1980-05-17,0,3,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,8052700,1980-06-22,1980-06-22,0,3.6,1980-06-22,0,3.6,0.05,0,NA
95,8052700,1980-06-22,1980-06-22,0,3.6,1980-06-22,0,3.6,0.1,0,NA
95,8052700,1980-06-22,1980-06-22,0,3.6,1980-06-22,0,3.6,0.15,0,NA
95,8052700,1980-06-22,1980-06-22,0,3.6,1980-06-22,0,3.6,0.25,0.12,NA
95,8052700,1980-06-22,1980-06-22,0,3.6,1980-06-22,0,3.6,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,8052700,1980-09-29,1980-09-29,0,2920,1980-09-29,0,2920,0.05,0,NA
96,8052700,1980-09-29,1980-09-29,0,2920,1980-09-29,0,2920,0.1,0,NA
96,8052700,1980-09-29,1980-09-29,0,2920,1980-09-29,0,2920,0.15,0,NA
96,8052700,1980-09-29,1980-09-29,0,2920,1980-09-29,0,2920,0.25,0.12,NA
96,8052700,1980-09-29,1980-09-29,0,2920,1980-09-29,0,2920,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,8052700,1981-10-07,1981-10-07,0,384,1981-10-08,1,1320,0.05,0,NA
97,8052700,1981-10-07,1981-10-07,0,384,1981-10-08,1,1320,0.1,0,NA
97,8052700,1981-10-07,1981-10-07,0,384,1981-10-08,1,1320,0.15,0,NA
97,8052700,1981-10-07,1981-10-07,0,384,1981-10-08,1,1320,0.25,0.12,NA
97,8052700,1981-10-07,1981-10-07,0,384,1981-10-08,1,1320,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,8052700,1982-11-27,1982-11-27,0,37,1982-11-27,0,37,0.05,0,NA
98,8052700,1982-11-27,1982-11-27,0,37,1982-11-27,0,37,0.1,0,NA
98,8052700,1982-11-27,1982-11-27,0,37,1982-11-27,0,37,0.15,0,NA
98,8052700,1982-11-27,1982-11-27,0,37,1982-11-27,0,37,0.25,0.12,NA
98,8052700,1982-11-27,1982-11-27,0,37,1982-11-27,0,37,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,8052700,1983-05-15,1983-05-15,0,0.2,1983-05-17,2,1.2,0.05,0,NA
99,8052700,1983-05-15,1983-05-15,0,0.2,1983-05-17,2,1.2,0.1,0,NA
99,8052700,1983-05-15,1983-05-15,0,0.2,1983-05-17,2,1.2,0.15,0,NA
99,8052700,1983-05-15,1983-05-15,0,0.2,1983-05-17,2,1.2,0.25,0.12,NA
99,8052700,1983-05-15,1983-05-16,1,1.1,1983-05-17,2,1.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,8052700,1983-08-19,1983-08-19,0,4.8,1983-08-20,1,44,0.05,0,NA
100,8052700,1983-08-19,1983-08-19,0,4.8,1983-08-20,1,44,0.1,0,NA
100,8052700,1983-08-19,1983-08-19,0,4.8,1983-08-20,1,44,0.15,0,NA
100,8052700,1983-08-19,1983-08-19,0,4.8,1983-08-20,1,44,0.25,0.12,NA
100,8052700,1983-08-19,1983-08-19,0,4.8,1983-08-20,1,44,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,8052700,1983-10-21,1983-10-21,0,4.1,1983-10-21,0,4.1,0.05,0,NA
101,8052700,1983-10-21,1983-10-21,0,4.1,1983-10-21,0,4.1,0.1,0,NA
101,8052700,1983-10-21,1983-10-21,0,4.1,1983-10-21,0,4.1,0.15,0,NA
101,8052700,1983-10-21,1983-10-21,0,4.1,1983-10-21,0,4.1,0.25,0.12,NA
101,8052700,1983-10-21,1983-10-21,0,4.1,1983-10-21,0,4.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,8052700,1983-11-06,1983-11-06,0,0.1,1983-11-07,1,0.7,0.05,0,NA
102,8052700,1983-11-06,1983-11-06,0,0.1,1983-11-07,1,0.7,0.1,0,NA
102,8052700,1983-11-06,1983-11-06,0,0.1,1983-11-07,1,0.7,0.15,0,NA
102,8052700,1983-11-06,1983-11-07,1,0.7,1983-11-07,1,0.7,0.25,0.12,NA
102,8052700,1983-11-06,1983-11-19,13,1.2,1983-11-20,14,1.6,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,8052700,1983-11-19,1983-11-19,0,1.2,1983-11-20,1,1.6,0.05,0,NA
103,8052700,1983-11-19,1983-11-19,0,1.2,1983-11-20,1,1.6,0.1,0,NA
103,8052700,1983-11-19,1983-11-19,0,1.2,1983-11-20,1,1.6,0.15,0,NA
103,8052700,1983-11-19,1983-11-19,0,1.2,1983-11-20,1,1.6,0.25,0.12,NA
103,8052700,1983-11-19,1983-11-19,0,1.2,1983-11-20,1,1.6,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,8052700,1983-12-27,1983-12-27,0,0.1,1983-12-28,1,0.2,0.05,0,NA
104,8052700,1983-12-27,1983-12-27,0,0.1,1983-12-28,1,0.2,0.1,0,NA
104,8052700,1983-12-27,1983-12-27,0,0.1,1983-12-28,1,0.2,0.15,0,NA
104,8052700,1983-12-27,1983-12-28,1,0.2,1983-12-28,1,0.2,0.25,0.12,NA
104,8052700,1983-12-27,1984-01-24,28,1.1,1984-01-24,28,1.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,8052700,1984-01-21,1984-01-21,0,0.1,1984-01-24,3,1.1,0.05,0,NA
105,8052700,1984-01-21,1984-01-21,0,0.1,1984-01-24,3,1.1,0.1,0,NA
105,8052700,1984-01-21,1984-01-21,0,0.1,1984-01-24,3,1.1,0.15,0,NA
105,8052700,1984-01-21,1984-01-22,1,0.4,1984-01-24,3,1.1,0.25,0.12,NA
105,8052700,1984-01-21,1984-01-24,3,1.1,1984-01-24,3,1.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,8052700,1984-02-07,1984-02-07,0,0.1,1984-02-10,3,1.1,0.05,0,NA
106,8052700,1984-02-07,1984-02-07,0,0.1,1984-02-10,3,1.1,0.1,0,NA
106,8052700,1984-02-07,1984-02-07,0,0.1,1984-02-10,3,1.1,0.15,0,NA
106,8052700,1984-02-07,1984-02-09,2,0.8,1984-02-10,3,1.1,0.25,0.12,NA
106,8052700,1984-02-07,1984-02-10,3,1.1,1984-02-10,3,1.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,8052700,1984-02-26,1984-02-26,0,87,1984-02-27,1,131,0.05,0,NA
107,8052700,1984-02-26,1984-02-26,0,87,1984-02-27,1,131,0.1,0,NA
107,8052700,1984-02-26,1984-02-26,0,87,1984-02-27,1,131,0.15,0,NA
107,8052700,1984-02-26,1984-02-26,0,87,1984-02-27,1,131,0.25,0.12,NA
107,8052700,1984-02-26,1984-02-26,0,87,1984-02-27,1,131,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,8052700,1984-04-30,1984-04-30,0,0.1,1984-05-02,2,16,0.05,0,NA
108,8052700,1984-04-30,1984-04-30,0,0.1,1984-05-02,2,16,0.1,0,NA
108,8052700,1984-04-30,1984-04-30,0,0.1,1984-05-02,2,16,0.15,0,NA
108,8052700,1984-04-30,1984-05-01,1,0.5,1984-05-02,2,16,0.25,0.12,NA
108,8052700,1984-04-30,1984-05-02,2,16,1984-05-02,2,16,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,8052700,1984-10-26,1984-10-26,0,57,1984-10-26,0,57,0.05,0,NA
109,8052700,1984-10-26,1984-10-26,0,57,1984-10-26,0,57,0.1,0,NA
109,8052700,1984-10-26,1984-10-26,0,57,1984-10-26,0,57,0.15,0,NA
109,8052700,1984-10-26,1984-10-26,0,57,1984-10-26,0,57,0.25,0.12,NA
109,8052700,1984-10-26,1984-10-26,0,57,1984-10-26,0,57,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,8052700,1985-07-03,1985-07-03,0,0.1,1985-07-05,2,0.5,0.05,0,NA
110,8052700,1985-07-03,1985-07-03,0,0.1,1985-07-05,2,0.5,0.1,0,NA
110,8052700,1985-07-03,1985-07-03,0,0.1,1985-07-05,2,0.5,0.15,0,NA
110,8052700,1985-07-03,1985-07-04,1,0.3,1985-07-05,2,0.5,0.25,0.12,NA
110,8052700,1985-07-03,1985-10-19,108,181,1985-10-20,109,244,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,8052700,1985-10-18,1985-10-18,0,0.8,1985-10-20,2,244,0.05,0,NA
111,8052700,1985-10-18,1985-10-18,0,0.8,1985-10-20,2,244,0.1,0,NA
111,8052700,1985-10-18,1985-10-18,0,0.8,1985-10-20,2,244,0.15,0,NA
111,8052700,1985-10-18,1985-10-18,0,0.8,1985-10-20,2,244,0.25,0.12,NA
111,8052700,1985-10-18,1985-10-19,1,181,1985-10-20,2,244,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,8052700,1986-08-10,1986-08-10,0,0.2,1986-08-11,1,0.3,0.05,0,NA
112,8052700,1986-08-10,1986-08-10,0,0.2,1986-08-11,1,0.3,0.1,0,NA
112,8052700,1986-08-10,1986-08-10,0,0.2,1986-08-11,1,0.3,0.15,0,NA
112,8052700,1986-08-10,1986-08-10,0,0.2,1986-08-11,1,0.3,0.25,0.12,NA
112,8052700,1986-08-10,1986-09-05,26,38,1986-09-06,27,75,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,8052700,1986-09-05,1986-09-05,0,38,1986-09-06,1,75,0.05,0,NA
113,8052700,1986-09-05,1986-09-05,0,38,1986-09-06,1,75,0.1,0,NA
113,8052700,1986-09-05,1986-09-05,0,38,1986-09-06,1,75,0.15,0,NA
113,8052700,1986-09-05,1986-09-05,0,38,1986-09-06,1,75,0.25,0.12,NA
113,8052700,1986-09-05,1986-09-05,0,38,1986-09-06,1,75,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,8052700,1986-09-29,1986-09-29,0,98,1986-09-29,0,98,0.05,0,NA
114,8052700,1986-09-29,1986-09-29,0,98,1986-09-29,0,98,0.1,0,NA
114,8052700,1986-09-29,1986-09-29,0,98,1986-09-29,0,98,0.15,0,NA
114,8052700,1986-09-29,1986-09-29,0,98,1986-09-29,0,98,0.25,0.12,NA
114,8052700,1986-09-29,1986-09-29,0,98,1986-09-29,0,98,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,8052700,1986-11-06,1986-11-06,0,0.1,1986-11-10,4,153,0.05,0,NA
115,8052700,1986-11-06,1986-11-06,0,0.1,1986-11-10,4,153,0.1,0,NA
115,8052700,1986-11-06,1986-11-06,0,0.1,1986-11-10,4,153,0.15,0,NA
115,8052700,1986-11-06,1986-11-07,1,0.3,1986-11-10,4,153,0.25,0.12,NA
115,8052700,1986-11-06,1986-11-08,2,1.3,1986-11-10,4,153,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,8052700,1987-07-25,1987-07-25,0,1.1,1987-07-25,0,1.1,0.05,0,NA
116,8052700,1987-07-25,1987-07-25,0,1.1,1987-07-25,0,1.1,0.1,0,NA
116,8052700,1987-07-25,1987-07-25,0,1.1,1987-07-25,0,1.1,0.15,0,NA
116,8052700,1987-07-25,1987-07-25,0,1.1,1987-07-25,0,1.1,0.25,0.12,NA
116,8052700,1987-07-25,1987-07-25,0,1.1,1987-07-25,0,1.1,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,8052700,1987-11-10,1987-11-10,0,2.3,1987-11-10,0,2.3,0.05,0,NA
117,8052700,1987-11-10,1987-11-10,0,2.3,1987-11-10,0,2.3,0.1,0,NA
117,8052700,1987-11-10,1987-11-10,0,2.3,1987-11-10,0,2.3,0.15,0,NA
117,8052700,1987-11-10,1987-11-10,0,2.3,1987-11-10,0,2.3,0.25,0.12,NA
117,8052700,1987-11-10,1987-11-10,0,2.3,1987-11-10,0,2.3,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,8052700,1988-02-16,1988-02-16,0,0.6,1988-02-19,3,2,0.05,0,NA
118,8052700,1988-02-16,1988-02-16,0,0.6,1988-02-19,3,2,0.1,0,NA
118,8052700,1988-02-16,1988-02-16,0,0.6,1988-02-19,3,2,0.15,0,NA
118,8052700,1988-02-16,1988-02-16,0,0.6,1988-02-19,3,2,0.25,0.12,NA
118,8052700,1988-02-16,1988-02-17,1,1.2,1988-02-19,3,2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,8052700,1988-04-19,1988-04-19,0,0.1,1988-04-21,2,0.1,0.05,0,NA
119,8052700,1988-04-19,1988-04-19,0,0.1,1988-04-21,2,0.1,0.1,0,NA
119,8052700,1988-04-19,1988-04-19,0,0.1,1988-04-21,2,0.1,0.15,0,NA
119,8052700,1988-04-19,1988-06-01,43,0.8,1988-06-02,44,1.7,0.25,0.12,NA
119,8052700,1988-04-19,1988-06-02,44,1.7,1988-06-02,44,1.7,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,8052700,1988-06-02,1988-06-02,0,1.7,1988-06-02,0,1.7,0.05,0,NA
120,8052700,1988-06-02,1988-06-02,0,1.7,1988-06-02,0,1.7,0.1,0,NA
120,8052700,1988-06-02,1988-06-02,0,1.7,1988-06-02,0,1.7,0.15,0,NA
120,8052700,1988-06-02,1988-06-02,0,1.7,1988-06-02,0,1.7,0.25,0.12,NA
120,8052700,1988-06-02,1988-06-02,0,1.7,1988-06-02,0,1.7,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,8052700,1988-08-05,1988-08-05,0,1.8,1988-08-05,0,1.8,0.05,0,NA
121,8052700,1988-08-05,1988-08-05,0,1.8,1988-08-05,0,1.8,0.1,0,NA
121,8052700,1988-08-05,1988-08-05,0,1.8,1988-08-05,0,1.8,0.15,0,NA
121,8052700,1988-08-05,1988-08-05,0,1.8,1988-08-05,0,1.8,0.25,0.12,NA
121,8052700,1988-08-05,1988-08-05,0,1.8,1988-08-05,0,1.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,8052700,1988-11-14,1988-11-14,0,3,1988-11-16,2,5.7,0.05,0,NA
122,8052700,1988-11-14,1988-11-14,0,3,1988-11-16,2,5.7,0.1,0,NA
122,8052700,1988-11-14,1988-11-14,0,3,1988-11-16,2,5.7,0.15,0,NA
122,8052700,1988-11-14,1988-11-14,0,3,1988-11-16,2,5.7,0.25,0.12,NA
122,8052700,1988-11-14,1988-11-14,0,3,1988-11-16,2,5.7,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,8052700,1989-09-10,1989-09-10,0,5.5,1989-09-12,2,244,0.05,0,NA
123,8052700,1989-09-10,1989-09-10,0,5.5,1989-09-12,2,244,0.1,0,NA
123,8052700,1989-09-10,1989-09-10,0,5.5,1989-09-12,2,244,0.15,0,NA
123,8052700,1989-09-10,1989-09-10,0,5.5,1989-09-12,2,244,0.25,0.12,NA
123,8052700,1989-09-10,1989-09-10,0,5.5,1989-09-12,2,244,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,8052700,1989-11-27,1989-11-27,0,0.2,1989-11-27,0,0.2,0.05,0,NA
124,8052700,1989-11-27,1989-11-27,0,0.2,1989-11-27,0,0.2,0.1,0,NA
124,8052700,1989-11-27,1989-11-27,0,0.2,1989-11-27,0,0.2,0.15,0,NA
124,8052700,1989-11-27,1989-11-27,0,0.2,1989-11-27,0,0.2,0.25,0.12,NA
124,8052700,1989-11-27,1990-01-16,50,6.6,1990-01-20,54,318,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,8052700,1989-12-08,1989-12-08,0,0.1,1989-12-12,4,0.2,0.05,0,NA
125,8052700,1989-12-08,1989-12-08,0,0.1,1989-12-12,4,0.2,0.1,0,NA
125,8052700,1989-12-08,1989-12-08,0,0.1,1989-12-12,4,0.2,0.15,0,NA
125,8052700,1989-12-08,1989-12-09,1,0.2,1989-12-12,4,0.2,0.25,0.12,NA
125,8052700,1989-12-08,1990-01-16,39,6.6,1990-01-20,43,318,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,8052700,1990-01-16,1990-01-16,0,6.6,1990-01-20,4,318,0.05,0,NA
126,8052700,1990-01-16,1990-01-16,0,6.6,1990-01-20,4,318,0.1,0,NA
126,8052700,1990-01-16,1990-01-16,0,6.6,1990-01-20,4,318,0.15,0,NA
126,8052700,1990-01-16,1990-01-16,0,6.6,1990-01-20,4,318,0.25,0.12,NA
126,8052700,1990-01-16,1990-01-16,0,6.6,1990-01-20,4,318,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,8052700,1990-07-12,1990-07-12,0,153,1990-07-13,1,172,0.05,0,NA
127,8052700,1990-07-12,1990-07-12,0,153,1990-07-13,1,172,0.1,0,NA
127,8052700,1990-07-12,1990-07-12,0,153,1990-07-13,1,172,0.15,0,NA
127,8052700,1990-07-12,1990-07-12,0,153,1990-07-13,1,172,0.25,0.12,NA
127,8052700,1990-07-12,1990-07-12,0,153,1990-07-13,1,172,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,8052700,1990-10-09,1990-10-09,0,70,1990-10-09,0,70,0.05,0,NA
128,8052700,1990-10-09,1990-10-09,0,70,1990-10-09,0,70,0.1,0,NA
128,8052700,1990-10-09,1990-10-09,0,70,1990-10-09,0,70,0.15,0,NA
128,8052700,1990-10-09,1990-10-09,0,70,1990-10-09,0,70,0.25,0.12,NA
128,8052700,1990-10-09,1990-10-09,0,70,1990-10-09,0,70,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,8052700,1991-08-31,1991-08-31,0,0.4,1991-09-01,1,5.6,0.05,0,NA
129,8052700,1991-08-31,1991-08-31,0,0.4,1991-09-01,1,5.6,0.1,0,NA
129,8052700,1991-08-31,1991-08-31,0,0.4,1991-09-01,1,5.6,0.15,0,NA
129,8052700,1991-08-31,1991-08-31,0,0.4,1991-09-01,1,5.6,0.25,0.12,NA
129,8052700,1991-08-31,1991-09-01,1,5.6,1991-09-01,1,5.6,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,8052700,1991-10-11,1991-10-11,0,0.2,1991-10-14,3,2.3,0.05,0,NA
130,8052700,1991-10-11,1991-10-11,0,0.2,1991-10-14,3,2.3,0.1,0,NA
130,8052700,1991-10-11,1991-10-11,0,0.2,1991-10-14,3,2.3,0.15,0,NA
130,8052700,1991-10-11,1991-10-11,0,0.2,1991-10-14,3,2.3,0.25,0.12,NA
130,8052700,1991-10-11,1991-10-12,1,1,1991-10-14,3,2.3,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,8052700,1992-07-18,1992-07-18,0,0.6,1992-07-20,2,47,0.05,0,NA
131,8052700,1992-07-18,1992-07-18,0,0.6,1992-07-20,2,47,0.1,0,NA
131,8052700,1992-07-18,1992-07-18,0,0.6,1992-07-20,2,47,0.15,0,NA
131,8052700,1992-07-18,1992-07-18,0,0.6,1992-07-20,2,47,0.25,0.12,NA
131,8052700,1992-07-18,1992-07-19,1,30,1992-07-20,2,47,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,8052700,1992-08-21,1992-08-21,0,0.1,1992-08-23,2,0.1,0.05,0,NA
132,8052700,1992-08-21,1992-08-21,0,0.1,1992-08-23,2,0.1,0.1,0,NA
132,8052700,1992-08-21,1992-08-21,0,0.1,1992-08-23,2,0.1,0.15,0,NA
132,8052700,1992-08-21,1992-08-25,4,0.2,1992-08-25,4,0.2,0.25,0.12,NA
132,8052700,1992-08-21,1992-09-03,13,373,1992-09-03,13,373,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,8052700,1992-09-04,1992-09-04,0,178,1992-09-04,0,178,0.05,0,NA
133,8052700,1992-09-04,1992-09-04,0,178,1992-09-04,0,178,0.1,0,NA
133,8052700,1992-09-04,1992-09-04,0,178,1992-09-04,0,178,0.15,0,NA
133,8052700,1992-09-04,1992-09-04,0,178,1992-09-04,0,178,0.25,0.12,NA
133,8052700,1992-09-04,1992-09-04,0,178,1992-09-04,0,178,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
