"gage","Date","Flow"
"SHN",2023-03-19,0
"SHN",2023-03-20,0
"SHN",2023-03-21,0
"SHN",2023-03-22,0
"SHN",2023-03-23,0
"SHN",2023-03-24,0
"SHN",2023-03-25,0
"SHN",2023-03-26,0
"SHN",2023-03-27,0
"SHN",2023-03-28,0
"SHN",2023-03-29,0
"SHN",2023-03-30,0
"SHN",2023-03-31,0
"SHN",2023-04-01,0
"SHN",2023-04-02,0
"SHN",2023-04-03,0
"SHN",2023-04-04,0
"SHN",2023-04-05,0
"SHN",2023-04-06,0
"SHN",2023-04-07,0
"SHN",2023-04-08,0
"SHN",2023-04-09,0
"SHN",2023-04-10,0
"SHN",2023-04-11,0
"SHN",2023-04-12,0
"SHN",2023-04-13,0
"SHN",2023-04-14,0
"SHN",2023-04-15,0
"SHN",2023-04-16,0
"SHN",2023-04-17,0
"SHN",2023-04-18,0
"SHN",2023-04-19,0
"SHN",2023-04-20,0
"SHN",2023-04-21,0
"SHN",2023-04-22,0
"SHN",2023-04-23,0
"SHN",2023-04-24,1.43092181912751
"SHN",2023-04-25,3.39503896040571
"SHN",2023-04-26,5.90984315064042
"SHN",2023-04-27,8.35122240101425
"SHN",2023-04-28,7.06628595344909
"SHN",2023-04-29,8.56231910311425
"SHN",2023-04-30,9.46177461640988
"SHN",2023-05-01,10.1042428401925
"SHN",2023-05-02,10.9853421185229
"SHN",2023-05-03,10.3887644821533
"SHN",2023-05-04,11.6461665772707
"SHN",2023-05-05,14.7667265213575
"SHN",2023-05-06,14.8676858136662
"SHN",2023-05-07,15.4734415675184
"SHN",2023-05-08,15.4091947451401
"SHN",2023-05-09,33.3799487760874
"SHN",2023-05-10,29.5251394333919
"SHN",2023-05-11,30.9110351732657
"SHN",2023-05-12,31.8380250390092
"SHN",2023-05-13,30.8467883508875
"SHN",2023-05-14,30.5439104739614
"SHN",2023-05-15,30.6540478837527
"SHN",2023-05-16,30.5439104739614
"SHN",2023-05-17,29.4700707284962
"SHN",2023-05-18,28.4054091005136
"SHN",2023-05-19,26.7625260711267
"SHN",2023-05-20,25.2573148039789
"SHN",2023-05-21,25.2573148039789
"SHN",2023-05-22,24.3762155256485
"SHN",2023-05-23,23.100457195566
"SHN",2023-05-24,21.7696301605877
"SHN",2023-05-25,20.3745563032313
"SHN",2023-05-26,19.0987979731487
"SHN",2023-05-27,17.7955052906183
"SHN",2023-05-28,17.1622151843183
"SHN",2023-05-29,16.3361846108835
"SHN",2023-05-30,15.1889199255575
"SHN",2023-05-31,15.1246731031793
"SHN",2023-06-01,20.6407217102269
"SHN",2023-06-02,14.6290547591184
"SHN",2023-06-03,13.6102837185489
"SHN",2023-06-04,12.600690795462
"SHN",2023-06-05,11.7654821045446
"SHN",2023-06-06,11.2606856430011
"SHN",2023-06-07,10.5172581269099
"SHN",2023-06-08,9.97574919543595
"SHN",2023-06-09,10.1960240150185
"SHN",2023-06-10,12.1142505688837
"SHN",2023-06-11,9.66369320102726
"SHN",2023-06-12,9.02122497724467
"SHN",2023-06-13,8.69999086535337
"SHN",2023-06-14,8.5164285157012
"SHN",2023-06-15,8.075878876536
"SHN",2023-06-16,8.075878876536
"SHN",2023-06-17,7.89231652688383
"SHN",2023-06-18,7.70875417723166
"SHN",2023-06-19,7.17642336324038
"SHN",2023-06-20,6.46053019959693
"SHN",2023-06-21,5.98326809050129
"SHN",2023-06-22,5.43258104154478
"SHN",2023-06-23,4.73504411286654
"SHN",2023-06-24,4.07421965411873
"SHN",2023-06-25,2.60572085690139
"SHN",2023-06-26,1.99078698556662
"SHN",2023-06-27,1.40338746667968
"SHN",2023-06-28,0.687494303036221
"SHN",2023-06-29,0
"SHN",2023-06-30,0
"SHN",2023-07-01,0.19187595897537
"SHN",2023-07-02,0
"SHN",2023-07-03,0
"SHN",2023-07-04,0
"SHN",2023-07-05,0
"SHN",2023-07-06,0
"SHN",2023-07-07,0
"SHN",2023-07-08,0
"SHN",2023-07-09,0
"SHN",2023-07-10,0
"SHN",2023-07-11,0
"SHN",2023-07-12,0
"SHN",2023-07-13,0
"SHN",2023-07-14,0
"SHN",2023-07-15,0
"SHN",2023-07-16,0
"SHN",2023-07-17,0
"SHN",2023-07-18,0
"SHN",2023-07-19,0
"SHN",2023-07-20,0
"SHN",2023-07-21,0
"SHN",2023-07-22,0
"SHN",2023-07-23,0
"SHN",2023-07-24,0
"SHN",2023-07-25,0
"SHN",2023-07-26,0
"SHN",2023-07-27,0
"SHN",2023-07-28,0
"SHN",2023-07-29,0
"SHN",2023-07-30,0
"SHN",2023-07-31,0
"SHN",2023-08-01,0
"SHN",2023-08-02,0
"SHN",2023-08-03,0
"SHN",2023-08-04,0
"SHN",2023-08-05,0
"SHN",2023-08-06,0
"SHN",2023-08-07,0
"SHN",2023-08-08,0
"SHN",2023-08-09,0
"SHN",2023-08-10,0
"SHN",2023-08-11,0
"SHN",2023-08-12,0
"SHN",2023-08-13,0
"SHN",2023-08-14,0
"SHN",2023-08-15,0
"SHN",2023-08-16,0
"SHN",2023-08-17,0
"SHN",2023-08-18,0
"SHN",2023-08-19,0
"SHN",2023-08-20,0
"SHN",2023-08-21,0
"SHN",2023-08-22,0
"SHN",2023-08-23,0
"SHN",2023-08-24,0
"SHN",2023-08-25,0
"SHN",2023-08-26,0
"SHN",2023-08-27,0
"SHN",2023-08-28,0
"SHN",2023-08-29,0
"SHN",2023-08-30,0
"SHN",2023-08-31,0
"SHN",2023-09-01,0
"SHN",2023-09-02,0
"SHN",2023-09-03,0
"SHN",2023-09-04,0
"SHN",2023-09-05,0
"SHN",2023-09-06,0
"SHN",2023-09-07,0
"SHN",2023-09-08,0
"SHN",2023-09-09,0
"SHN",2023-09-10,0
"SHN",2023-09-11,0
"SHN",2023-09-12,0
"SHN",2023-09-13,0
"SHN",2023-09-14,0
"SHN",2023-09-15,0
"SHN",2023-09-16,0
"SHN",2023-09-17,0
"SHN",2023-09-18,0
"SHN",2023-09-19,0
"SHN",2023-09-20,0
"SHN",2023-09-21,0
"SHN",2023-09-22,0
"SHN",2023-09-23,0
"SHN",2023-09-24,0
"SHN",2023-09-25,0
"SHN",2023-09-26,0
"SHN",2023-09-27,0
"SHN",2023-09-28,0
"SHN",2023-09-29,0
"SHN",2023-09-30,0
"SHN",2023-10-01,0
"SHN",2023-10-02,0
"SHN",2023-10-03,0
"SHN",2023-10-04,0
"SHN",2023-10-05,0
"SHN",2023-10-06,0
"SHN",2023-10-07,0
"SHN",2023-10-08,0
"SHN",2023-10-09,0
"SHN",2023-10-10,0
"SHN",2023-10-11,0
"SHN",2023-10-12,0
"SHN",2023-10-13,0
"SHN",2023-10-14,0
"SHN",2023-10-15,0
"SHN",2023-10-16,0
"SHN",2023-10-17,0
"SHN",2023-10-18,0
"SHN",2023-10-19,0
"SHN",2023-10-20,0
"SHN",2023-10-21,0
"SHN",2023-10-22,0
"SHN",2023-10-23,0
"SHN",2023-10-24,0
"SHN",2023-10-25,0
"SHN",2023-10-26,0
"SHN",2023-10-27,0
"SHN",2023-10-28,0
"SHN",2023-10-29,0
"SHN",2023-10-30,0
"SHN",2023-10-31,0
"SHN",2023-11-01,0
"SHN",2023-11-02,0
"SHN",2023-11-03,0
"SHN",2023-11-04,0
"SHN",2023-11-05,0
"SHN",2023-11-06,0
"SHN",2023-11-07,0
"SHN",2023-11-08,0
"SHN",2023-11-09,0
"SHN",2023-11-10,0
"SHN",2023-11-11,0
"SHN",2023-11-12,0
"SHN",2023-11-13,0
"SHN",2023-11-14,0
"SHN",2023-11-15,0
"SHN",2023-11-16,0
"SHN",2023-11-17,0
"SHN",2023-11-18,0
"SHN",2023-11-19,0
"SHN",2023-11-20,0
"SHN",2023-11-21,0
"SHN",2023-11-22,0
"SHN",2023-11-23,0
"SHN",2023-11-24,0
"SHN",2023-11-25,0
"SHN",2023-11-26,0
"SHN",2023-11-27,0
"SHN",2023-11-28,0
"SHN",2023-11-29,0
"SHN",2023-11-30,0
"SHN",2023-12-01,0
"SHN",2023-12-02,0
"SHN",2023-12-03,0
"SHN",2023-12-04,0
"SHN",2023-12-05,0
"SHN",2023-12-06,0
"SHN",2023-12-07,0
"SHN",2023-12-08,0
"SHN",2023-12-09,0
"SHN",2023-12-10,0
"SHN",2023-12-11,0
"SHN",2023-12-12,0
"SHN",2023-12-13,0
"SHN",2023-12-14,0
"SHN",2023-12-15,0
"SHN",2023-12-16,0
"SHN",2023-12-17,0
"SHN",2023-12-18,0
"SHN",2023-12-19,0
"SHN",2023-12-20,0
"SHN",2023-12-21,0
"SHN",2023-12-22,0
"SHN",2023-12-23,0
"SHN",2023-12-24,0
"SHN",2023-12-25,0
"SHN",2023-12-26,0
"SHN",2023-12-27,0
"SHN",2023-12-28,0
"SHN",2023-12-29,0
"SHN",2023-12-30,0
"SHN",2023-12-31,0
"SHN",2024-01-01,0
"SHN",2024-01-02,0
"SHN",2024-01-03,0
"SHN",2024-01-04,0
"SHN",2024-01-05,0
"SHN",2024-01-06,0
"SHN",2024-01-07,0
"SHN",2024-01-08,0
"SHN",2024-01-09,0
"SHN",2024-01-10,0
"SHN",2024-01-11,0
"SHN",2024-01-12,0
"SHN",2024-01-13,0
"SHN",2024-01-14,0
"SHN",2024-01-15,0
"SHN",2024-01-16,0
"SHN",2024-01-17,0
"SHN",2024-01-18,0
