"gage","Date","Flow"
"TAL",2021-09-14,0
"TAL",2021-09-15,5.18426259235185
"TAL",2021-09-16,3.84145332483333
"TAL",2021-09-17,3.30820698452083
"TAL",2021-09-18,3.70507062072917
"TAL",2021-09-19,3.78305785792708
"TAL",2021-09-20,4.42351212909375
"TAL",2021-09-21,13.0713494790729
"TAL",2021-09-22,7.44775161785417
"TAL",2021-09-23,5.33961341645833
"TAL",2021-09-24,4.17071888802083
"TAL",2021-09-25,3.67338414872917
"TAL",2021-09-26,3.37904388583333
"TAL",2021-09-27,3.23305243753125
"TAL",2021-09-28,3.10844638391667
"TAL",2021-09-29,3.03494532805208
"TAL",2021-09-30,3.00641155608333
"TAL",2021-10-01,2.94027736870833
"TAL",2021-10-02,2.89382360425
"TAL",2021-10-03,5.659257802375
"TAL",2021-10-04,4.23082383405208
"TAL",2021-10-05,3.53429696867708
"TAL",2021-10-06,3.7764955080625
"TAL",2021-10-07,4.52830312319792
"TAL",2021-10-08,6.88433245426042
"TAL",2021-10-09,4.59689966319271
"TAL",2021-10-10,4.15475102141667
"TAL",2021-10-11,3.96066236611458
"TAL",2021-10-12,3.92010337519792
"TAL",2021-10-13,3.85824282916667
"TAL",2021-10-14,3.74686284185417
"TAL",2021-10-15,3.70558524120833
"TAL",2021-10-16,3.95485999491667
"TAL",2021-10-17,3.65629580328571
"TAL",2021-10-18,3.54240074953226
"TAL",2021-10-19,3.52835566608333
"TAL",2021-10-20,3.76458825645
"TAL",2021-10-21,4.56555081144444
"TAL",2021-10-22,4.517894318575
"TAL",2021-10-23,3.73327672233333
"TAL",2021-10-24,3.62136214314286
"TAL",2021-10-25,3.95277234214286
"TAL",2021-10-26,4.0332071914375
"TAL",2021-10-27,3.93474278624138
"TAL",2021-10-28,5.368667384125
"TAL",2021-10-29,5.58120975447917
"TAL",2021-10-30,6.08838335396875
"TAL",2021-10-31,5.55603344466667
"TAL",2021-11-01,4.9155231440625
"TAL",2021-11-02,4.59480654379167
"TAL",2021-11-03,4.5587433271875
"TAL",2021-11-04,6.54938215960417
"TAL",2021-11-05,5.98246748675
"TAL",2021-11-06,4.95749876254167
"TAL",2021-11-07,4.70748501972
"TAL",2021-11-08,4.78636196709375
"TAL",2021-11-09,4.56712314551042
"TAL",2021-11-10,5.55648354435938
"TAL",2021-11-11,17.2557900525937
"TAL",2021-11-12,9.78810625357292
"TAL",2021-11-13,5.66221888994792
"TAL",2021-11-14,5.22173503421875
"TAL",2021-11-15,5.90581756320833
"TAL",2021-11-16,6.62496629445833
"TAL",2021-11-17,7.90214307545313
"TAL",2021-11-18,8.13482896844792
"TAL",2021-11-19,5.91522749544792
"TAL",2021-11-20,5.02613890963542
"TAL",2021-11-21,7.24751675407292
"TAL",2021-11-22,21.156392313625
"TAL",2021-11-23,6.72075036009375
"TAL",2021-11-24,4.96776542823958
"TAL",2021-11-25,5.90111539104167
"TAL",2021-11-26,8.10720201364583
